Date,Country,Plastic_Waste_Tons,Burned_Waste_Tons,Population_Affected
27/06/2022,Russia,1936.93,608.43,74456
27/06/2022,Mexico,587.12,423.45,24230
27/06/2022,China,360.27,1764.15,23439
28/06/2022,China,241.03,426.76,61493
28/06/2022,Germany,995.41,409,23960
28/06/2022,Indonesia,1353.26,1615.34,45689
29/06/2022,India,2565.38,512.6,57450
30/06/2022,Nigeria,4255.37,806.26,26692
01/07/2022,China,4894.78,1613.93,49591
02/07/2022,Germany,794.93,2135.95,23919
02/07/2022,USA,93.51,156.1,87536
02/07/2022,India,3431.24,466.62,23233
03/07/2022,Indonesia,2694.98,1140.98,66558
03/07/2022,Mexico,1820.71,2540.93,43126
03/07/2022,Indonesia,1398.86,3295.06,9074
03/07/2022,Germany,2670.5,555.3,77759
04/07/2022,Brazil,1919.1,710.27,78045
06/07/2022,USA,1072.71,2413.18,3172
07/07/2022,Nigeria,783.69,34.38,26531
07/07/2022,USA,2504.07,492.41,8352
07/07/2022,Mexico,1908.17,1216.25,29665
07/07/2022,China,973.58,888.29,37898
08/07/2022,Russia,3437.8,845.76,10274
08/07/2022,Nigeria,1377.78,542.55,1100
08/07/2022,India,1830.66,235.73,80851
09/07/2022,Indonesia,690.45,1452.76,73937
09/07/2022,Philippines,1877.86,603.81,87589
10/07/2022,Philippines,4812.25,2021.43,6466
10/07/2022,India,2523.07,761.25,94526
10/07/2022,Russia,236.87,581.15,70357
10/07/2022,Philippines,1184.59,1182.62,6755
10/07/2022,India,908.32,1096.62,96426
11/07/2022,Brazil,3269.25,556.3,77598
11/07/2022,Philippines,872.17,281.38,61635
11/07/2022,Brazil,1264.16,535.73,41362
11/07/2022,USA,710.91,1606.42,25191
12/07/2022,USA,2554.61,946.89,64244
12/07/2022,Russia,362.98,167.86,43506
13/07/2022,Nigeria,2385.81,684.28,46314
13/07/2022,Nigeria,5531.54,987.29,18037
14/07/2022,China,3030.1,1233.91,94843
14/07/2022,Russia,725.37,1148.33,17741
14/07/2022,Mexico,3040.9,1518.84,1158
17/07/2022,Indonesia,4212.8,834.34,77089
17/07/2022,India,1962.48,724.48,2561
17/07/2022,Philippines,1010,2441.83,63467
17/07/2022,USA,444.18,1008.66,50528
18/07/2022,Nigeria,4667.14,305.59,53955
18/07/2022,China,4767.01,1164.76,33583
18/07/2022,China,146.28,2120.89,25199
18/07/2022,Germany,5123.99,3351.41,66101
18/07/2022,India,1520.42,486.98,69576
18/07/2022,Russia,1548.68,68.3,72342
19/07/2022,Russia,2691.51,1967.06,5694
20/07/2022,USA,1418.04,797.39,89765
20/07/2022,India,1751.3,1117.23,9792
20/07/2022,Philippines,2249.33,1422.65,31705
20/07/2022,USA,3845.27,1782.29,83685
20/07/2022,Nigeria,794.4,1379.94,64232
20/07/2022,Nigeria,2980.54,343.43,37686
21/07/2022,Nigeria,498.43,2995.4,61361
21/07/2022,Germany,336.5,1127.41,41061
23/07/2022,Nigeria,3716.78,68.28,78767
24/07/2022,Indonesia,535.26,605.74,37240
24/07/2022,Russia,2337.36,704.12,82579
24/07/2022,Indonesia,2596.86,2039.87,95747
24/07/2022,Indonesia,1399.78,1838.38,98452
24/07/2022,Indonesia,1337.67,210.8,60866
25/07/2022,Mexico,1935.7,764.58,17785
25/07/2022,Nigeria,3464.33,465.76,70269
25/07/2022,Indonesia,127.13,1032.55,346
26/07/2022,Philippines,4725.77,898.22,66936
27/07/2022,Germany,1358.69,937.31,42231
27/07/2022,Mexico,591.68,1042.1,62068
28/07/2022,USA,520.25,1825.6,32751
28/07/2022,USA,2313.54,402.14,48820
29/07/2022,China,1099.2,1651.82,61402
30/07/2022,Brazil,792.13,844.67,59364
30/07/2022,Russia,611.62,501.48,90758
30/07/2022,Indonesia,905.96,864.81,11105
30/07/2022,Germany,2443.63,790.01,86142
31/07/2022,Philippines,1214.58,1849.14,20791
31/07/2022,Germany,3269.48,1466.58,19156
01/08/2022,USA,2275.98,472.48,67787
02/08/2022,India,2682.66,368.34,60841
03/08/2022,Philippines,2961,2625.94,48952
03/08/2022,Indonesia,1929.29,597.6,74421
03/08/2022,Brazil,2143.06,630.57,15425
03/08/2022,China,820.08,719.79,60634
04/08/2022,Nigeria,2074.37,1406.93,91365
04/08/2022,Indonesia,1464.89,3538.76,33636
04/08/2022,India,2226.68,692.2,928
05/08/2022,Nigeria,2504.22,1210.35,43476
05/08/2022,USA,2358.44,2328.07,30117
06/08/2022,USA,641.28,712.38,21519
06/08/2022,India,4089.98,717.58,14013
08/08/2022,Germany,1038.7,1005.84,32035
08/08/2022,Indonesia,1865.25,549.2,74965
09/08/2022,Indonesia,3061.15,1491.35,42668
09/08/2022,Brazil,581.56,743.33,1494
09/08/2022,Nigeria,1662.31,2761.99,33568
09/08/2022,Russia,3705.47,3709.25,75099
09/08/2022,Nigeria,5659.49,1608.47,99485
10/08/2022,Germany,1030.32,320.91,37261
10/08/2022,Brazil,2704,133.36,58759
10/08/2022,Nigeria,424.29,957.57,5997
10/08/2022,USA,2687.66,1423.58,50553
11/08/2022,Nigeria,4698.78,590.44,85951
12/08/2022,Indonesia,2626.06,2562.52,98352
12/08/2022,Indonesia,1586.5,1244.33,27753
13/08/2022,Brazil,2647.5,1835.13,76369
14/08/2022,China,1397.36,478.86,57613
14/08/2022,USA,2028.4,2571.81,89541
15/08/2022,USA,471.1,157.83,88095
15/08/2022,Brazil,2001.25,1169.02,52845
16/08/2022,Nigeria,511.31,365.61,73879
16/08/2022,USA,4029.82,1820.45,94893
17/08/2022,Nigeria,617.72,199.98,76221
17/08/2022,China,2730.81,1623.45,12219
18/08/2022,Germany,783.37,338.94,95693
18/08/2022,Mexico,1980.24,1900.43,29366
18/08/2022,Indonesia,1560.91,1977.07,43483
19/08/2022,Germany,680.08,1677.55,33929
19/08/2022,Mexico,2353.95,1585.98,92865
20/08/2022,Germany,909.2,1920.66,29561
20/08/2022,Philippines,1233.59,1871.78,11619
20/08/2022,Russia,2340.92,512.94,4336
21/08/2022,Indonesia,4569.06,573.43,63819
21/08/2022,Russia,1305.88,889.06,8723
21/08/2022,India,6034.21,427.62,67442
21/08/2022,India,2079.61,1112.74,35507
22/08/2022,Philippines,537.77,547.98,55491
23/08/2022,Indonesia,733.97,299.96,79427
23/08/2022,Indonesia,4873.6,1440.42,87162
24/08/2022,China,1479.69,2930.53,19466
25/08/2022,Brazil,2569.54,606.76,34263
25/08/2022,Brazil,3065.51,376.49,81097
25/08/2022,India,3165.8,661.67,25326
26/08/2022,Indonesia,723.93,2959.63,84552
26/08/2022,China,3228.85,3584,54013
26/08/2022,Brazil,3614.43,890.13,33819
27/08/2022,Germany,307.31,1491.85,26896
27/08/2022,Indonesia,765.48,935.92,16775
27/08/2022,China,2296.18,1514,89038
27/08/2022,China,2114.14,799.09,95749
27/08/2022,USA,2582.53,341.06,82180
28/08/2022,Philippines,2820.67,321.13,65111
29/08/2022,Russia,3809.99,1256.61,49085
29/08/2022,USA,3951.26,432.49,1204
30/08/2022,Indonesia,475.64,1681.09,75763
30/08/2022,Philippines,874.36,502.36,25450
31/08/2022,Philippines,1468.6,943.53,20845
31/08/2022,USA,1606.82,1751.17,85107
01/09/2022,Philippines,3812.28,506.37,56415
01/09/2022,Indonesia,1766.31,742.28,60586
02/09/2022,Philippines,3088.3,1563.03,2483
02/09/2022,Nigeria,1115.37,1099.55,97349
03/09/2022,Germany,1141.19,2664.57,44994
03/09/2022,Nigeria,669.89,714.55,11968
04/09/2022,Germany,2717.68,1565.81,62741
04/09/2022,Germany,955.4,1149.48,47655
05/09/2022,China,5519.33,744.68,40808
06/09/2022,Mexico,835.66,478.27,57845
06/09/2022,Brazil,2397.6,814,13024
07/09/2022,China,935.88,901.72,70282
07/09/2022,USA,2015.33,862.28,83071
07/09/2022,Nigeria,3393.98,1024.88,87476
07/09/2022,Germany,906.13,2224.08,77478
08/09/2022,Nigeria,2072.12,663.23,11158
09/09/2022,Russia,2430.28,557.87,16324
10/09/2022,China,1088.84,474.47,25300
11/09/2022,USA,3334.28,1365.17,68508
12/09/2022,Philippines,2634.49,2334.14,43913
13/09/2022,China,6960,1070.44,56579
14/09/2022,Mexico,3229.17,779.24,25049
15/09/2022,Philippines,1667.35,478.75,4108
16/09/2022,Indonesia,1858.72,1743.13,40146
16/09/2022,Germany,3331.81,946.46,72347
17/09/2022,Germany,1202.14,712,90191
18/09/2022,Philippines,1270.76,924.73,61870
18/09/2022,Germany,1801.65,623.49,69693
18/09/2022,Indonesia,1289.62,565.86,82133
18/09/2022,China,1618.22,721.68,56870
19/09/2022,Nigeria,4168.59,1936.8,18087
19/09/2022,Indonesia,1109.13,5385.63,10187
21/09/2022,Brazil,4777.26,296.73,75847
21/09/2022,Germany,1729.52,1335.45,11579
21/09/2022,China,3825.95,569.68,32093
21/09/2022,USA,448.97,40.93,12653
22/09/2022,USA,1984.55,848.32,79626
22/09/2022,China,1441.23,1250.94,44660
23/09/2022,Germany,1180.11,2990.84,8374
23/09/2022,Brazil,2487.44,1208.79,50013
25/09/2022,Mexico,709.54,1939.81,98616
26/09/2022,Philippines,1766.73,524.74,89815
26/09/2022,India,197.67,473.68,69618
27/09/2022,USA,6090.1,678.72,2445
27/09/2022,Germany,995.29,1134.53,7784
27/09/2022,Philippines,2187.34,3684.4,40244
28/09/2022,China,839.95,1070.58,88927
28/09/2022,Indonesia,1773.55,485.09,32985
29/09/2022,Germany,2771.31,2014.04,87216
29/09/2022,Indonesia,1954.58,2004.2,43392
30/09/2022,Philippines,2840.67,522,45419
30/09/2022,Russia,4332.07,441.51,98902
01/10/2022,Nigeria,876.69,458.5,70364
02/10/2022,Mexico,353.83,2197.13,30814
02/10/2022,Russia,3718.21,605.26,90968
02/10/2022,USA,1302.43,112.99,89262
04/10/2022,Nigeria,1552.5,3215.74,75343
04/10/2022,Nigeria,1210.46,881.87,79871
05/10/2022,India,3038.72,843.24,81561
07/10/2022,Brazil,1128.63,1490.09,18059
08/10/2022,Russia,1012.84,459.75,16569
08/10/2022,Germany,2187.74,1292.49,69299
08/10/2022,Germany,1595.51,1003.61,65865
08/10/2022,Philippines,1104.32,668.58,42737
09/10/2022,Nigeria,1994.34,1027.12,20834
09/10/2022,India,663.28,1807.25,85986
10/10/2022,Russia,864.32,756.46,27221
11/10/2022,Indonesia,1424.66,1438.29,25335
11/10/2022,Mexico,1916.72,1638.51,56447
11/10/2022,Germany,3254.36,2316.78,52195
12/10/2022,Germany,2591.25,217.59,73583
13/10/2022,Indonesia,1504.33,514.57,71098
14/10/2022,Germany,1561.25,582.86,5289
15/10/2022,Nigeria,2220.96,238.63,53832
15/10/2022,India,1284.54,285.03,18814
15/10/2022,Nigeria,3869.49,2133.03,4368
16/10/2022,Russia,2579.05,1363.11,34672
16/10/2022,India,2749.71,1041.79,9072
17/10/2022,Brazil,3193.72,1458.77,60595
17/10/2022,Philippines,1499.25,434.12,32381
17/10/2022,Mexico,3072.98,900.21,10555
18/10/2022,Germany,1253.51,1280.36,4597
19/10/2022,Brazil,795.06,919.18,16538
19/10/2022,Indonesia,1931.07,2908.59,69982
20/10/2022,Philippines,2914.68,1268.35,57746
21/10/2022,Mexico,301.14,3065.69,5062
21/10/2022,Indonesia,1554.1,1760.65,17693
21/10/2022,Indonesia,3473.93,788.07,21944
22/10/2022,Russia,985.09,1423.96,47856
23/10/2022,Germany,1325.83,2806.47,33568
24/10/2022,Nigeria,525.06,643.02,59598
24/10/2022,India,1129.24,753.79,78588
25/10/2022,Philippines,131.5,2307.97,93500
25/10/2022,Philippines,1103.92,1114.98,44492
26/10/2022,Philippines,792.66,227.63,23509
26/10/2022,Russia,533.94,1597.11,37282
26/10/2022,Russia,30.3,1535.69,45457
26/10/2022,Germany,1987.16,729.41,10632
26/10/2022,Russia,1593.02,1041.33,92171
28/10/2022,Indonesia,1723.48,265.56,11011
28/10/2022,Brazil,695.53,487.61,68687
29/10/2022,Russia,2231.05,787.79,75151
29/10/2022,Philippines,1083.14,2921.66,65236
30/10/2022,Brazil,1453.07,1559.6,9902
30/10/2022,Nigeria,577.1,983.45,57619
31/10/2022,USA,1649.3,1424.11,84502
01/11/2022,USA,894.34,477.62,55823
01/11/2022,Indonesia,973.44,919.43,62311
01/11/2022,Russia,262.6,1725.95,77850
01/11/2022,Russia,1778.18,860.07,796
02/11/2022,Nigeria,3906.17,820.35,61637
02/11/2022,Germany,959.26,1273.07,75427
04/11/2022,Philippines,223.86,2244.98,51243
04/11/2022,Mexico,750.77,648.8,34141
04/11/2022,Philippines,1033.19,1995.29,10255
05/11/2022,China,3021.7,545.76,36796
05/11/2022,Russia,1639.83,2501.4,48143
05/11/2022,USA,2572.95,389.31,31921
05/11/2022,China,1959.51,292.19,84916
05/11/2022,Brazil,2142.25,1258.69,97393
05/11/2022,Nigeria,2293.32,1457.04,92525
05/11/2022,Mexico,2352.55,2526.11,5015
05/11/2022,India,166.59,904.71,53366
06/11/2022,Mexico,1091.14,1494.2,44201
06/11/2022,Indonesia,630.54,702.18,52853
07/11/2022,China,1242.38,527.85,86992
07/11/2022,Germany,2096.27,3191.48,2929
08/11/2022,Philippines,1783.76,3598.67,53929
08/11/2022,USA,755.51,934.41,82122
09/11/2022,China,231.48,482.68,83260
09/11/2022,Germany,2966.15,2970.79,23454
09/11/2022,India,3027.21,2408.18,89770
10/11/2022,USA,2848.32,223.75,14708
11/11/2022,India,4507.97,448.05,86724
11/11/2022,Russia,431.66,1155.69,35815
12/11/2022,Russia,1355.99,1177.35,39451
13/11/2022,Brazil,1044.22,415.25,40965
15/11/2022,Mexico,1548.99,1769.37,82590
16/11/2022,Philippines,164.78,848.01,34757
17/11/2022,Germany,1270.36,3202.12,98282
17/11/2022,Indonesia,1326.08,131.72,90549
17/11/2022,Germany,1355.71,552.09,52627
18/11/2022,India,3440.52,1086.75,72179
19/11/2022,Philippines,2928.25,628.16,32376
20/11/2022,Mexico,1076.01,829.92,94537
20/11/2022,Russia,639.64,3179.82,16381
21/11/2022,China,3483.1,2376.62,2012
21/11/2022,Russia,2434.28,409.82,47490
21/11/2022,China,1426.93,1314.16,4103
21/11/2022,Brazil,1008.03,1049.16,26101
21/11/2022,Philippines,1996.4,638.05,43956
22/11/2022,USA,849,3049.75,46291
24/11/2022,India,2348.06,531.71,11255
25/11/2022,Germany,755.06,2237.78,63649
25/11/2022,Russia,2030.59,1761.45,90763
26/11/2022,USA,5560.01,268.51,37182
26/11/2022,Mexico,4356.71,717.73,73340
27/11/2022,Indonesia,222.48,708.86,85204
27/11/2022,Germany,2923.43,1858.57,80689
28/11/2022,USA,739.21,478.85,78650
28/11/2022,Brazil,3698.04,5304.79,35507
28/11/2022,Brazil,3540.71,3269.87,79654
29/11/2022,Philippines,884.97,771.52,14689
29/11/2022,India,971.61,630.09,63145
30/11/2022,Brazil,1541.88,1217.77,19971
01/12/2022,India,859.74,5576.21,60247
03/12/2022,India,317.11,4627.55,92233
03/12/2022,Indonesia,1573.01,1490.37,43503
03/12/2022,China,275.71,863.34,79168
04/12/2022,India,844.85,209.21,8745
06/12/2022,Brazil,1470.89,3830.66,6174
06/12/2022,Brazil,733.24,217.32,75047
06/12/2022,Indonesia,5257.73,923.68,53428
08/12/2022,Mexico,2680.5,1988.77,58411
09/12/2022,Germany,2766.48,1278.13,84926
09/12/2022,Germany,4329.17,1151.34,2791
09/12/2022,Nigeria,1298.02,1812.99,47205
09/12/2022,Indonesia,1229.73,3468.58,84782
10/12/2022,Indonesia,1698.13,251.45,90013
10/12/2022,Brazil,1607.65,198.53,8513
12/12/2022,India,1116.49,525.52,51073
12/12/2022,China,716.41,226.87,12650
12/12/2022,Russia,560.96,220.54,16448
13/12/2022,Philippines,337.73,835.38,38887
13/12/2022,Philippines,5701.14,2068.98,37570
13/12/2022,Indonesia,865.7,2124.28,80547
14/12/2022,Indonesia,638.17,774.7,89443
14/12/2022,Germany,836.13,1519.02,85337
15/12/2022,Philippines,3746.61,689.97,63292
16/12/2022,China,810.58,746.1,32457
16/12/2022,Russia,1760.36,514.56,13728
16/12/2022,USA,4333.29,1526.6,51331
17/12/2022,Indonesia,2583.9,1023.72,8194
19/12/2022,Philippines,3154.63,99.82,13331
19/12/2022,India,356.56,333.21,11454
19/12/2022,Russia,2071.23,1905.49,85776
20/12/2022,Germany,31.71,678.88,35941
21/12/2022,China,2933.42,417.75,22533
22/12/2022,Nigeria,1693.93,2617.36,16188
22/12/2022,China,1564.76,361.33,48378
22/12/2022,Indonesia,1187.7,944.56,33438
22/12/2022,Philippines,645.32,2854.19,97787
23/12/2022,Germany,1760.78,653.4,32961
23/12/2022,Indonesia,2128.14,1071.4,76390
23/12/2022,USA,2600.58,933.54,17566
23/12/2022,China,936.04,581.32,40727
23/12/2022,Russia,2369.99,1177.26,11059
23/12/2022,China,829.31,405.43,3260
25/12/2022,USA,798.5,1032.74,30653
26/12/2022,Mexico,429.97,2143.58,48249
26/12/2022,India,1245.86,1617.62,52284
26/12/2022,Russia,530.15,2941.99,13999
27/12/2022,Brazil,2384.26,642.9,27372
27/12/2022,Russia,2415.84,852.98,21584
28/12/2022,Mexico,1443.48,1720.73,96603
28/12/2022,Nigeria,3476.06,835.01,22804
29/12/2022,India,2435.38,3542.35,72162
29/12/2022,Brazil,2220.33,1297.44,82074
29/12/2022,USA,1637.32,2406.83,23745
29/12/2022,Germany,868.15,425.38,20675
31/12/2022,Nigeria,1570.62,692.28,88907
01/01/2023,Philippines,560.85,855.97,57939
02/01/2023,Brazil,3485.98,878.46,57892
02/01/2023,USA,1232.56,1000.95,40243
03/01/2023,Mexico,3149.77,2132.6,61944
03/01/2023,Russia,1768.56,999.25,77429
03/01/2023,Philippines,2652.25,480.6,7551
03/01/2023,USA,994.63,2465.71,58439
04/01/2023,China,4787.15,1645.77,78062
04/01/2023,Mexico,2067.89,917.46,64746
04/01/2023,Brazil,438.13,1185.3,26040
05/01/2023,Philippines,7856.04,1600.55,13080
05/01/2023,Russia,597.58,756.11,14173
05/01/2023,China,2176.57,1059.19,29135
06/01/2023,Brazil,850.68,165.56,18270
06/01/2023,Mexico,2815.57,510.89,32747
07/01/2023,USA,923.49,1563.24,30632
07/01/2023,Brazil,2197.71,789.47,15817
07/01/2023,India,5038.06,841.48,45705
08/01/2023,China,3430.86,982.41,8829
08/01/2023,Russia,2553.39,206.59,65556
08/01/2023,Brazil,162.53,3195.29,19427
09/01/2023,Mexico,3983.95,2110.23,13213
09/01/2023,China,1682.98,1049.38,61313
09/01/2023,USA,292.99,755.24,14835
09/01/2023,China,1670.6,1947.61,81800
09/01/2023,Russia,2398.57,2182.51,42625
09/01/2023,China,1867.16,93.76,93943
10/01/2023,Nigeria,827.75,1488.63,73437
10/01/2023,Mexico,2358.87,1333.83,22765
10/01/2023,India,1294.72,1164.36,86514
11/01/2023,Nigeria,1806.44,312.82,35008
11/01/2023,Nigeria,1418.11,855.33,83747
11/01/2023,China,1371,1582.19,25298
12/01/2023,Germany,2844.44,1047.24,25597
13/01/2023,Russia,3104.98,1584.27,30512
13/01/2023,Russia,1550.75,259.27,78955
15/01/2023,USA,2983.1,442.53,65137
15/01/2023,Brazil,1314.93,2466.38,81631
16/01/2023,USA,6253.12,1675.18,23426
16/01/2023,Nigeria,3465.12,1405.66,75027
17/01/2023,Germany,1298.13,1475.73,65231
17/01/2023,Russia,1900.61,1991.92,43285
17/01/2023,Brazil,1403.52,2560.71,4836
17/01/2023,Philippines,2077.21,3635.75,55768
17/01/2023,Germany,661.03,1345.61,12915
19/01/2023,Mexico,266.41,1623.53,41194
20/01/2023,Russia,1810.78,470.5,14406
20/01/2023,India,4214.18,605.16,65182
20/01/2023,Russia,3751.14,483.59,41078
21/01/2023,Philippines,215.91,1116.48,4327
21/01/2023,Mexico,1521.78,1380.81,62700
22/01/2023,Philippines,624.34,870.83,49080
22/01/2023,USA,3239.22,290.38,58475
22/01/2023,Brazil,2801.45,426.61,21582
23/01/2023,USA,4892.68,1592.12,13229
23/01/2023,USA,1511.98,1891.74,55631
23/01/2023,Germany,685.4,2855.3,22042
24/01/2023,Brazil,374.75,366.31,24941
26/01/2023,Indonesia,6829.59,744.05,94610
27/01/2023,Russia,963.22,1534.16,183
27/01/2023,USA,4688.95,626.37,99161
28/01/2023,USA,793.77,1749.09,86194
28/01/2023,Brazil,1032.15,751.79,80738
29/01/2023,Philippines,524.11,230.04,69909
29/01/2023,China,2162.37,1160.85,58756
30/01/2023,Russia,1642.88,1888.48,41895
31/01/2023,India,1213.72,1010.07,34408
31/01/2023,Mexico,3092.48,3221.37,98304
31/01/2023,Russia,3035.35,464.72,27715
01/02/2023,China,807.61,355.03,31154
01/02/2023,Russia,4146.28,1359.49,37419
01/02/2023,India,2601.6,286.38,7741
02/02/2023,USA,1278.18,2441.28,7304
02/02/2023,Nigeria,1147.33,1521.49,39633
02/02/2023,Indonesia,560.63,82.11,84784
03/02/2023,USA,350.31,838.34,79276
03/02/2023,Nigeria,3221.44,1326.19,57034
03/02/2023,China,1780.33,1418.75,77694
03/02/2023,Brazil,2518.15,523.83,28135
04/02/2023,China,914.69,298.18,98624
04/02/2023,Brazil,404.29,1294.02,76056
04/02/2023,Mexico,1733.23,242.51,32990
05/02/2023,Nigeria,3195.14,788.98,88394
05/02/2023,Indonesia,2974.91,1492.66,98014
07/02/2023,Mexico,3386.48,277.15,48842
07/02/2023,Nigeria,1440.25,231.42,33232
07/02/2023,Brazil,3127.2,174.07,91077
07/02/2023,Brazil,3783.57,4230.73,33345
07/02/2023,Philippines,1623.25,1120.61,89180
08/02/2023,Mexico,1673.45,66.69,89108
08/02/2023,Brazil,1558,341.67,84665
08/02/2023,USA,4802.69,1937.59,71024
09/02/2023,Nigeria,4956.17,1717.02,29414
09/02/2023,China,573.9,766.64,77111
09/02/2023,Philippines,2536.63,1104.91,26120
09/02/2023,Nigeria,2993.28,281.36,65144
09/02/2023,Philippines,1389.91,3160.29,58633
11/02/2023,USA,4431.84,941.99,4256
12/02/2023,India,2141.61,1136.78,13384
12/02/2023,Mexico,5161.29,668.92,82817
12/02/2023,Mexico,134.03,2151.08,3642
13/02/2023,India,4178.27,1264.71,88883
13/02/2023,Nigeria,1387.54,1790.15,8271
14/02/2023,Germany,2903.28,567.04,45003
14/02/2023,Philippines,3604.64,782.85,19018
14/02/2023,Brazil,2872.95,1054.13,33109
15/02/2023,Indonesia,7093.22,1609.82,70349
15/02/2023,Germany,4311.39,2648.32,7855
15/02/2023,Germany,428.09,542.65,38637
16/02/2023,Germany,3219.16,588.92,3340
16/02/2023,Germany,1395.64,1713.1,80681
16/02/2023,Philippines,1015.95,1022.87,99829
16/02/2023,USA,1815.21,1849.14,66475
18/02/2023,India,4738.54,1138.3,8338
18/02/2023,Nigeria,1618.63,728.08,98127
18/02/2023,Russia,565.52,2391.38,67527
18/02/2023,India,1796.18,913.62,96079
20/02/2023,Indonesia,4335.16,1559.5,58576
21/02/2023,Brazil,4714.3,3014.89,99295
22/02/2023,China,2207.26,384.08,53012
22/02/2023,USA,1779.11,734.68,32647
22/02/2023,China,1027.77,402.08,91821
23/02/2023,USA,535.18,446.01,86300
23/02/2023,Nigeria,3492.33,2790.5,5242
23/02/2023,India,3270.5,1622.32,97053
24/02/2023,USA,13610.23,1235.71,68051
24/02/2023,India,5031.95,1407.24,61268
24/02/2023,China,2834.33,942.39,20908
24/02/2023,Mexico,1708.85,1909.67,78279
24/02/2023,China,2846.61,1693.26,37147
25/02/2023,Germany,1523,1012.49,6919
25/02/2023,Mexico,139.71,1766.58,59248
26/02/2023,China,5344.25,731.34,76232
26/02/2023,Mexico,1009.19,754.27,16970
27/02/2023,China,3848.44,1958.91,46994
28/02/2023,Brazil,768.35,126.45,40580
28/02/2023,Philippines,1580.26,255.32,53706
28/02/2023,Mexico,1648.31,2311.33,34464
01/03/2023,Brazil,2036.25,1462.87,4969
01/03/2023,Russia,943.52,1961.09,97312
01/03/2023,China,684.88,1021.02,59467
02/03/2023,Mexico,3018.96,864.07,85129
02/03/2023,Nigeria,2681.76,1638.81,17939
03/03/2023,India,3515.93,1649.83,57945
05/03/2023,Russia,1021.56,1495.96,46169
05/03/2023,Germany,2337.18,1083.76,15362
05/03/2023,Mexico,1386.56,2135.81,4308
05/03/2023,Brazil,4490.84,622.06,74124
07/03/2023,India,2370.35,2951.85,14695
07/03/2023,India,1039.69,1842.69,88609
07/03/2023,Indonesia,1936.54,1635.98,11136
08/03/2023,Russia,1137.38,839.33,53962
08/03/2023,Indonesia,1670.73,948.83,25862
09/03/2023,Russia,4727.69,879.27,96791
10/03/2023,Russia,4734.82,321.02,66550
11/03/2023,Mexico,4204.57,483.14,84808
11/03/2023,USA,1499.22,2531.6,16153
12/03/2023,USA,595.01,2290.01,59248
13/03/2023,China,2737.04,1273.49,37104
13/03/2023,China,1139.38,1334.97,14772
14/03/2023,USA,505.94,1506.63,99746
14/03/2023,Germany,2050.99,2023.65,56091
15/03/2023,Indonesia,1554.24,1522.9,11970
16/03/2023,USA,452.12,705.01,93300
17/03/2023,Brazil,1982.59,1947.87,50633
17/03/2023,Russia,4534.31,461.81,83678
17/03/2023,Indonesia,3760.09,339.29,83120
18/03/2023,Germany,374.26,1200.09,84685
18/03/2023,Mexico,934.58,240.17,94539
18/03/2023,Brazil,911.47,624.96,17736
19/03/2023,Brazil,7054.96,776.65,15621
20/03/2023,China,525.21,143.89,75363
20/03/2023,Nigeria,1194.63,617.23,65574
21/03/2023,Nigeria,3063.54,1196.51,20610
21/03/2023,Indonesia,1432.63,644.79,35942
21/03/2023,Germany,2931.49,1459.01,85264
21/03/2023,Brazil,1124.79,233.02,97955
23/03/2023,Indonesia,291.38,457.02,16892
23/03/2023,Brazil,2117.4,2544.77,45323
23/03/2023,Brazil,2095.22,425.34,11175
24/03/2023,Mexico,1255.86,1096.27,88969
24/03/2023,Philippines,551.64,682.3,84077
25/03/2023,Philippines,4776.69,832.43,91229
25/03/2023,Brazil,2777.79,2208.79,50254
25/03/2023,Russia,25.86,2120.89,43539
25/03/2023,Germany,1352.69,2296.79,8928
26/03/2023,Russia,2186.15,484.65,74386
26/03/2023,Nigeria,1583.22,1635.98,79240
26/03/2023,USA,986.77,1036.65,19702
27/03/2023,Brazil,1165.3,407.71,65648
27/03/2023,Indonesia,2413.28,2341.94,33059
28/03/2023,Russia,1180.46,2689.2,24533
28/03/2023,Nigeria,1360.15,299.26,4867
28/03/2023,USA,1397.86,2169.17,25585
29/03/2023,China,1521.07,3630.31,78531
29/03/2023,Russia,2378.25,348.85,62696
30/03/2023,India,616.94,566.11,82200
30/03/2023,Indonesia,1408.39,3063.99,64485
31/03/2023,Indonesia,2790.17,3362.8,98000
31/03/2023,India,647.53,1549.14,86676
01/04/2023,China,4902.92,2265.22,70896
01/04/2023,Germany,2976.71,1653.01,65637
01/04/2023,Germany,905.92,2208.76,26837
02/04/2023,Indonesia,1935.45,1170.42,21840
02/04/2023,India,1695.84,264.55,64243
03/04/2023,Germany,616.92,2088.92,92104
04/04/2023,USA,1727.34,1766.77,46779
04/04/2023,Philippines,2852.05,502.93,9722
06/04/2023,India,1236.32,746.17,87976
06/04/2023,Indonesia,2663.3,2182.99,36617
07/04/2023,Brazil,2710.38,870.23,82250
07/04/2023,India,4795.99,1053.04,39171
08/04/2023,Philippines,2344.44,2625.36,75163
09/04/2023,Philippines,1441.17,845.14,81642
09/04/2023,USA,1264.49,2266.3,28383
09/04/2023,Philippines,629.3,2532.42,28563
10/04/2023,Russia,3226.56,1205.72,18212
10/04/2023,Brazil,1739.65,508.47,74906
10/04/2023,Mexico,1435.25,239.03,20593
10/04/2023,Brazil,4307.29,2004.3,68446
11/04/2023,Brazil,6652.68,1095.77,95307
11/04/2023,Brazil,829.53,732.04,99409
